CT1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Filial;Cod Conta;Desc Moeda 1;Classe Conta;Cond Normal;Cod Reduzido;Cta Bloq;Dt Ini Bloq;Dt Fim Bloq;Dig Controle;Conv M2 Deb;Conv M3 Deb;Conv M4 Deb;Conv M5 Deb;Conv M2 Crd;Conv M3 Crd;Conv M4 Crd;Conv M5 Crd;Cta Superior;Hist Padrao;Aceita Item;Aceita CC;Aceita CLVL;Dt Ini Exist;Var Monet;Dt Fim Exist;Red Variacao;Lucr/Perd;Ponte LP;Conf. Livros;Grupo;Regra Nivel1;Regra Nivel2;Regra Nivel3;CC Obrigat.;Item Obrig.;CLVL Obrig.;Conta Lalur;Ajuste Conv;Class.Lalur;Hist.Lalur ?;Tipo Lalur;Cod. Rateio;Nat. Conta;Ac.Outra At?;Outr.At.Ob?;Class. Manad;SPED Sint.;Nat Cta SPED;Ativ.01 Ac.;Ativ.01 Ob.;Ativ.02 Ac.;Ativ.02 Ob.;Ativ.03 Ac.;Ativ.03 Ob.;Ativ.04 Ac.;Ativ.04 Ob.;Int. PIMS;Var Cambial?;Conta Orc.;Aceita Ent05;Obrg.Ent.05?
01;114102099;PROVISAO PARA PERDA DE CREDITO;Analitica;Credora;114102099;Nao Bloqueada;  /  /    ;  /  /    ;8;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Sim;Nao;Nao;114102099;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;;;Sim;Nao
01;114102100;CRICIUMA ESPORTE CLUBE - SC;Analitica;Devedora;114102100;Nao Bloqueada;  /  /    ;  /  /    ;5;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;114102100;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102101;BRASILIENSE FUTEBOL CLUBE - DF;Analitica;Devedora;114102101;Nao Bloqueada;  /  /    ;  /  /    ;3;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;114102101;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102102;MANAUS FUTEBOL CLUBE - AM;Analitica;Devedora;114102102;Nao Bloqueada;  /  /    ;  /  /    ;1;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;114102102;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102103;NACIONAL FUTEBOL CLUBE - AM;Analitica;Devedora;114102103;Nao Bloqueada;  /  /    ;  /  /    ;0;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;114102103;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102104;UNIAO ESPORTE CLUBE - MT;Analitica;Devedora;3411020147;Nao Bloqueada;  /  /    ;  /  /    ;8;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102105;GREMIO FOOTBALL PORTO ALEGRENSE;Analitica;Devedora;3411020148;Nao Bloqueada;  /  /    ;  /  /    ;6;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102106;SOCIEDADE DESPORTIVA JUAZEIRENSE;Analitica;Devedora;3411020152;Nao Bloqueada;  /  /    ;  /  /    ;4;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102107;SOCIEDADE DESPORTIVA SERRA FUTEBOL CLUBE;Analitica;Devedora;3411020157;Nao Bloqueada;  /  /    ;  /  /    ;2;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102108;SANTA CRUZ FUTEBOL CLUBE RN;Analitica;Devedora;114102108;Nao Bloqueada;  /  /    ;  /  /    ;0;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;114102108;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102109;YPIRANGA CLUBE AP;Analitica;Devedora;3411020162;Nao Bloqueada;  /  /    ;  /  /    ;9;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102110;SAO RAIMUNDO ESPORTE CLUBE PA;Analitica;Devedora;3411020165;Nao Bloqueada;  /  /    ;  /  /    ;2;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102111;ESPORTE CLUBE SAO BENTO SP;Analitica;Devedora;3411020166;Nao Bloqueada;  /  /    ;  /  /    ;0;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102112;ASSOCIACAO ESPORTIVA E RECREATIVA AURITA;Analitica;Devedora;3411020167;Nao Bloqueada;  /  /    ;  /  /    ;9;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102113;MIXTO ESPORTE CLUBE MG;Analitica;Devedora;3411020168;Nao Bloqueada;  /  /    ;  /  /    ;7;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102114;GALVEZ ESPORTE CLUBE AC;Analitica;Devedora;3411020169;Nao Bloqueada;  /  /    ;  /  /    ;5;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102115;CLUBE ATLETICO TUBARAO SC;Analitica;Devedora;3411020170;Nao Bloqueada;  /  /    ;  /  /    ;3;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102116;GUARANI ESPORTE CLUBE SP;Analitica;Devedora;3411020171;Nao Bloqueada;  /  /    ;  /  /    ;1;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102117;BRAGANTINO CLUBE DO PARA PA;Analitica;Devedora;114102117;Nao Bloqueada;  /  /    ;  /  /    ;0;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102118;OPERARIO FUTEBOL CLUBE MS;Analitica;Devedora;114102118;Nao Bloqueada;  /  /    ;  /  /    ;8;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102119;NACIONAL FAST CLUBE AM;Analitica;Devedora;114102119;Nao Bloqueada;  /  /    ;  /  /    ;6;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102120;SOBRADINHO ESPORTE CLUBE DF;Analitica;Devedora;114102120;Nao Bloqueada;  /  /    ;  /  /    ;0;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Sim;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102121;YPIRANGA FUTEBOL CLUBE RS;Analitica;Devedora;114102121;Nao Bloqueada;  /  /    ;  /  /    ;8;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102122;ASSOCIACAO CHAPECOENSE DE FUTEBOL;Analitica;Devedora;3411020180;Nao Bloqueada;  /  /    ;  /  /    ;6;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102123;CENTRAL SPORT CLUB;Analitica;Devedora;3411020181;Nao Bloqueada;  /  /    ;  /  /    ;4;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102124;SPORT CLUB INTERNACIONAL - RS;Analitica;Devedora;3411020195;Nao Bloqueada;  /  /    ;  /  /    ;2;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102125;SOCIEDADE ESPORTIVA GAMA DF;Analitica;Devedora;3411020199;Nao Bloqueada;  /  /    ;  /  /    ;0;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102126;VITORIA ESPORTE CLUBE - ES;Analitica;Devedora;3411020206;Nao Bloqueada;  /  /    ;  /  /    ;9;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;1;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102127;ASSOCIACAO DESPORTINA FREI PAULISTANO -;Analitica;Devedora;3411020212;Nao Bloqueada;  /  /    ;  /  /    ;7;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102128;PALMAS FUTEBOL E REGATAS;Analitica;Devedora;3411020213;Nao Bloqueada;  /  /    ;  /  /    ;5;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102129;LAGARTO FUTEBOL CLUBE - SE;Analitica;Devedora;3411020214;Nao Bloqueada;  /  /    ;  /  /    ;3;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102130;ALAGOINHAS ATLETICO CLUBE - BA;Analitica;Devedora;3411020215;Nao Bloqueada;  /  /    ;  /  /    ;7;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102131;ASSOCIACAO ATLETICA CORURIPE AL;Analitica;Devedora;3411020216;Nao Bloqueada;  /  /    ;  /  /    ;5;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102133;ESPORTE CLUBE AGUIA NEGRA - MS;Analitica;Devedora;3411020222;Nao Bloqueada;  /  /    ;  /  /    ;1;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102134;VILHENENSE ESPORTIVO CLUBE;Analitica;Devedora;3411020223;Nao Bloqueada;  /  /    ;  /  /    ;0;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102135;VOLTA REDONDA FUTEBOL CLUBE - RJ;Analitica;Devedora;3411020224;Nao Bloqueada;  /  /    ;  /  /    ;8;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102136;ESPORTE CLUBE BARREIRA;Analitica;Devedora;3411020225;Nao Bloqueada;  /  /    ;  /  /    ;6;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102138;TEC TOLEDO ESPORTE CLUBE;Analitica;Devedora;3411020227;Nao Bloqueada;  /  /    ;  /  /    ;2;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102139;AFOGADOS DA INGAZEIRA FUTEBOL CLUBE;Analitica;Devedora;114102139;Nao Bloqueada;  /  /    ;  /  /    ;0;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102140;AQUIDAUANENSE FUTEBOL CLUBE MS;Analitica;Devedora;114102140;Nao Bloqueada;  /  /    ;  /  /    ;4;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102141;CUIABA ESPORTE CLUBE LTDA MT;Analitica;Devedora;3411020234;Nao Bloqueada;  /  /    ;  /  /    ;2;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;2;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102142;PORTO VELHO ESPORTE CLUBE RO;Analitica;Devedora;3411020237;Nao Bloqueada;  /  /    ;  /  /    ;0;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102143;CASTANHAL ESPORTE CLUBE;Analitica;Devedora;3411020243;Nao Bloqueada;  /  /    ;  /  /    ;9;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102144;NOVA MUTUM ESPORTE CLUBE;Analitica;Devedora;3411020244;Nao Bloqueada;  /  /    ;  /  /    ;7;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Passivo           ;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102145;MADUREIRA ESPORTE CLUBE;Analitica;Devedora;3411020248;Nao Bloqueada;  /  /    ;  /  /    ;5;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102146;4 DE JULHO EC;Analitica;Devedora;3411020249;Nao Bloqueada;  /  /    ;  /  /    ;3;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102147;SOCIEDADE ESPORTIVA DED PICOS - PI;Analitica;Devedora;3411020250;Nao Bloqueada;  /  /    ;  /  /    ;1;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102148;JARAGUA ESPORTE CLUBE;Analitica;Devedora;3411020251;Nao Bloqueada;  /  /    ;  /  /    ;0;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102149;GOIANESIA ESPORTE CLUBE - GO;Analitica;Devedora;3411020252;Nao Bloqueada;  /  /    ;  /  /    ;8;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102150;FERROVIARIO ATLETICO CLUBE;Analitica;Devedora;3411020253;Nao Bloqueada;  /  /    ;  /  /    ;1;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102151;ESPORTE CLUBE IRANDUBA;Analitica;Devedora;3411020271;Nao Bloqueada;  /  /    ;  /  /    ;0;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102152;SOUSA ESPORTE CLUBE - PB;Analitica;Devedora;3411020272;Nao Bloqueada;  /  /    ;  /  /    ;8;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102153;TUNA LUSO BRASILEIRA - PA;Analitica;Devedora;3411020273;Nao Bloqueada;  /  /    ;  /  /    ;6;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102154;CAMPINENSE FUTEBOL = PB;Analitica;Devedora;3411020287;Nao Bloqueada;  /  /    ;  /  /    ;4;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102155;TREM DESPORTIVO CLUBE;Analitica;Devedora;3411020289;Nao Bloqueada;  /  /    ;  /  /    ;2;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102156;SPORT CLUBE HUMAITA;Analitica;Devedora;3411020290;Nao Bloqueada;  /  /    ;  /  /    ;0;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102157;FLUMINENSE ESPORTE CLUBE PI;Analitica;Devedora;114102157;Nao Bloqueada;  /  /    ;  /  /    ;9;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102158;ASSOCIACAO ATLETICA PORTUGUESA;Analitica;Devedora;114102158;Nao Bloqueada;  /  /    ;  /  /    ;7;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;Ativo;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102159;TOCANTINOPOLIS ESPORTE CLUBE;Analitica;Devedora;3411020292;Nao Bloqueada;  /  /    ;  /  /    ;5;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
01;114102160;TUNTUM ESPORTE CLUBE;Analitica;Devedora;3411020293;Nao Bloqueada;  /  /    ;  /  /    ;9;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;Diaria;114102;;Sim;Sim;Sim;01/01/1980;;  /  /    ;;;;;;;;;Nao;Nao;Nao;;;;Não;Nao pertence;;;Nao;Nao;;;Conta de Ativo;;;;;;;;;Sim;Sim;;Sim;Nao
